Series,,Number,,Year,,,
Texas Chainsaw Massacre,,4,-1,2007,,,
Texas Chainsaw Massacre,,5,-1,2007,,,
Texas Chainsaw Massacre,,5,-1,2007,,,
Texas Chainsaw Massacre,,6,-1,2007,,,
Texas Chainsaw Massacre,,6,-1,2007,,,
Texas Chainsaw Massacre - About A Boy,,1,-1,2007,,,
Texas Chainsaw Massacre - About A Boy,,1,-1,2007,,,
Texas Chainsaw Massacre - By Himself,,,-1,2007,,,
Texas Chainsaw Massacre - By Himself,,,-1,2007,,,
Texas Chainsaw Massacre - Cut,,1,-1,2007,,,
Texas Chainsaw Massacre - Cut,,1,-1,2007,,,
Texas Chainsaw Massacre - Raising Cain,,1,-1,2008,,,
Texas Chainsaw Massacre - Raising Cain,,1,-1,2008,,,
Texas Chainsaw Massacre - Raising Cain,,2,-1,2008,,,
Texas Chainsaw Massacre - Raising Cain,,2,-1,2008,,,
Texas Chainsaw Massacre - Raising Cain,,3,-1,2008,,,
Texas Strangers,,1,-1,2007,,,
Texas Strangers,,2,-1,2007,,,
The Thanos Imperative,,3,-1,2010,,,
The Thanos Imperative,,4,-1,2010,,,
The Thanos Imperative,,4,-1,2010,,,
The Thanos Imperative,,4,-1,2010,,,
The Thanos Imperative,,5,-1,2010,,,
The Thanos Imperative,,5,-1,2010,,,
The Thanos Imperative,,5,-1,2010,,,
The Thanos Imperative,,6,-1,2011,,,
The Thanos Imperative,,6,-1,2010,,,
The Thanos Imperative,,6,-1,2010,,,
Thanos Imperative,,6,-1,2010,,,
The Thanos Imperative - Devastation,,1,-1,2011,,,
Thanos Imperative - Devestation,,1,-1,2011,,,
Thanos Imperative - Devestation,,1,-1,2011,,,
That Wilkin Boy,,3,-1,1969,,,
THB,,69,-1,1995,,,
THB - Comics from Mars,,2,-1,2010,,,
They Do Not Die,,,-1,2007,,,
Thor,,1,-1,2007,,,
Thor,,1,-1,2007,,,
Thor,,1,-1,2007,,,
Thor,,1,-1,2007,,,
Thor,,1,-1,2007,,,
Thor,,1,-1,2007,,,
Thor,,1,-1,2007,,,
Thor,,1,-1,2007,,,
Thor,,2,-1,2007,,,
Thor,,2,-1,2007,,,
Thor,,2,-1,2007,,,
Thor,,3,-1,2007,,,
Thor,,3,-1,2007,,,
Thor,,4,-1,2007,,,
Thor,,4,-1,2007,,,
Thor,,5,-1,2008,,,
Thor,,5,-1,2008,,,
Thor,,5,-1,2008,,,
Thor,,6,-1,2008,,,
Thor,,6,-1,2008,,,
Thor,,6,-1,2008,,,
Thor,,7,-1,2008,,,
Thor,,7,-1,2008,,,
Thor,,7,-1,2008,,,
Thor,,7,-1,2008,,,
Thor,,8,-1,2008,,,
Thor,,8,-1,2008,,,
Thor,,8,-1,2008,,,
Thor,,9,-1,2008,,,
Thor,,9,-1,2008,,,
Thor,,10,-1,2008,,,
Thor,,233,-1,1974,,,
Thor,,234,-1,1974,,,
Thor,,235,-1,1974,,,
Thor,,236,-1,1974,,,
Thor,,259,-1,1977,,,
Thor,,264,-1,1977,,,
Thor,,612,-1,2010,,,
Thor,,613,-1,2010,,,
Thor,,613,-1,2010,,,
Thor,,614,-1,2010,,,
Thor,,614,-1,2010,,,
Thor,,614,-1,2010,,,
Thor,,614,-1,2010,,,
Thor,,615,-1,2010,,,
Thor,,615,-1,2010,,,
Thor,,615,-1,2010,,,
Thor,,616,-1,2010,,,
Thor,,616,-1,2010,,,
Thor,,616,-1,2010,,,
Thor,,617,-1,2011,,,
Thor,,617,-1,2011,,,
Thor,,617,-1,2010,,,
Thor,,617,-1,2010,,,
Thor,,618,-1,2011,,,
Thor,,618,-1,2011,,,
Thor,,618,-1,2011,,,
Thor,,618,-1,2011,,,
Thor,,618,-1,2011,,,
Thor,,619,-1,2011,,,
Thor,,619,-1,2011,,,
Thor,,619,-1,2011,,,
Thor,,619,-1,2011,,,
Thor,,1,3,2007,,,
Thor,,3,3,2007,,,
Thor,,3,3,2007,,,
Thor,,3,3,2007,,,
Thor,,3,3,2007,,,
Thor,,4,3,2007,,,
Thor,,4,3,2007,,,
Thor,,4,3,2007,,,
Thor,,4,3,2007,,,
Thor,,4,3,2007,,,
Thor,,4,3,2007,,,
Thor,,5,3,2008,,,
Thor,,5,3,2008,,,
Thor,,5,3,2008,,,
Thor,,6,3,2008,,,
Thor,,6,3,2008,,,
Thor,,7,3,2008,,,
Thor,,8,3,2008,,,
Thor,,9,3,2008,,,
Thor,,9,3,2008,,,
Thor 008,,208,-1,-1,,,
Thor - Ages of Thunder,,,-1,2008,,,
Thor - Ages of Thunder,,,-1,2008,,,
Thor - Ages of Thunder,,1,-1,2008,,,
Thor - Ages of Thunder,,1,-1,2008,,,
Thor - First Thunder,,1,-1,2010,,,
Thor - First Thunder,,1,-1,-1,,,
Thor - First Thunder,,2,-1,2010,,,
Thor - First Thunder,,2,-1,2010,,,
Thor - First Thunder,,3,-1,2011,,,
Thor - First Thunder,,4,-1,2011,,,
Thor - First Thunder,,5,-1,2011,,,
Thor - For Asgard,,1,-1,2010,,,
Thor - For Asgard,,1,-1,2010,,,
Thor - For Asgard,,1,-1,2010,,,
Thor - For Asgard,,1,-1,2010,,,
Thor - For Asgard,,2,-1,2010,,,
Thor - For Asgard,,2,-1,2010,,,
Thor - For Asgard,,2,-1,2010,,,
Thor - For Asgard,,3,-1,2010,,,
Thor - For Asgard,,3,-1,2010,,,
Thor - For Asgard,,3,-1,2010,,,
Thor - For Asgard,,3,-1,2010,,,
Thor - For Asgard,,3,-1,2010,,,
Thor - For Asgard,,4,-1,2011,,,
Thor - For Asgard,,4,-1,2011,,,
Thor - For Asgard,,4,-1,2011,,,
Thor - For Asgard,,4,-1,2010,,,
Thor - For Asgard,,4,-1,2010,,,
Thor - For Asgard,,5,-1,2011,,,
Thor - For Asgard,,5,-1,2011,,,
Thor - For Asgard,,5,-1,2011,,,
Thor - For Asgard,,5,-1,2011,,,
Thor - For Asgard,,5,-1,2010,,,
Thor - For Asgard,,5,-1,2010,,,
Thor - For Asgard 03,,10,-1,2010,,,
Thor - Rebirth,,,-1,2007,,,
Thor - Reign of Blood,,,-1,2008,,,
Thor - Search For Odin,,,-1,2008,,,
Thor - The Mighty Avenger,,2,-1,2010,,,
Thor - The Mighty Avenger,,3,-1,2010,,,
Thor - The Mighty Avenger,,4,-1,2010,,,
Thor - The Mighty Avenger,,5,-1,2010,,,
Thor - The Mighty Avenger,,6,-1,2011,,,
Thor - The Mighty Avenger,,7,-1,2011,,,
Thor - The Mighty Avenger,,8,-1,2011,,,
Thor - The Rage of Thor,,1,-1,2010,,,
Thor - Wolves of the North,,,-1,2011,,,
Thor - Wolves of the North,,1,-1,2011,,,
Thor - Wolves of the North,,1,-1,2011,,,
Thor     Team-DCP,,5,3,2008,,,
Thor  HC,,,1,2008,,,
Thor If Asgard Should Perish TPB,,,-1,-1,,,
Thor n,,55,-1,-1,,,
Thor n,,56,-1,-1,,,
Thor Ragnarok TPB,,,-1,-1,,,
Thor The Mighty Avenger,,7,-1,2011,,,
Thrilling Comics 30f,,,-1,1942,,,
Thrilling Comics 034f,,,-1,1943,,,
Thrilling Comics 37f,,,-1,1943,,,
Thrud the Barbarian,,5,-1,2007,,,
Thunderbolts,,110,-1,2007,,,
Thunderbolts,,111,-1,2007,,,
Thunderbolts,,111,-1,2007,,,
Thunderbolts,,112,-1,2007,,,
Thunderbolts,,112,-1,2007,,,
Thunderbolts,,112,-1,2007,,,
Thunderbolts,,113,-1,2007,,,
Thunderbolts,,114,-1,2007,,,
Thunderbolts,,114,-1,2007,,,
Thunderbolts,,115,-1,2007,,,
Thunderbolts,,115,-1,2007,,,
Thunderbolts,,115,-1,2007,,,
Thunderbolts,,116,-1,2007,,,
Thunderbolts,,116,-1,2007,,,
Thunderbolts,,116,-1,2007,,,
Thunderbolts,,116,-1,2007,,,
Thunderbolts,,117,-1,2007,,,
Thunderbolts,,117,-1,2007,,,
Thunderbolts,,117,-1,2007,,,
Thunderbolts,,119,-1,2008,,,
Thunderbolts,,119,-1,2008,,,
Thunderbolts,,119,-1,2008,,,
Thunderbolts,,119,-1,2008,,,
Thunderbolts,,120,-1,2008,,,
Thunderbolts,,120,-1,2008,,,
Thunderbolts,,120,-1,2008,,,
Thunderbolts,,121,-1,2008,,,
Thunderbolts,,121,-1,2008,,,
Thunderbolts,,121,-1,2008,,,
Thunderbolts,,122,-1,2008,,,
Thunderbolts,,122,-1,2008,,,
Thunderbolts,,146,-1,2010,,,
Thunderbolts,,146,-1,2010,,,
Thunderbolts,,146,-1,2010,,,
Thunderbolts,,147,-1,2010,,,
Thunderbolts,,148,-1,2010,,,
Thunderbolts,,148,-1,2010,,,
Thunderbolts,,149,-1,2010,,,
Thunderbolts,,149,-1,2010,,,
Thunderbolts,,150,-1,2011,,,
Thunderbolts,,150,-1,2011,,,
Thunderbolts,,151,-1,2011,,,
Thunderbolts,,151,-1,2011,,,
Thunderbolts - Breaking Point,,,-1,2008,,,
Thunderbolts - Breaking Point,,1,-1,2008,,,
Thunderbolts - Breaking Point,,1,-1,2008,,,
Thunderbolts - Breaking Point      noads   OroSoze-DCP,,1,-1,2008,,,
Thunderbolts - Desperate Measures,,1,-1,2007,,,
Thunderbolts - Desperate Measures,,1,-1,2007,,,
Thunderbolts - International Incident,,,-1,2008,,,
Thunderbolts - Reason In Madness,,,-1,2008,,,
Thunderbolts - Reason in Madness,,1,-1,2008,,,
Thunderbolts Desperate Measures,,1,-1,2007,,,
Thunderbolts International Incident,,,-1,2008,,,
Thunderbolts International Incident,,1,-1,2008,,,
Thunderbolts Presents Zemo - Born Better,,1,-1,2007,,,
Thunderbolts Presents Zemo - Born Better,,1,-1,2007,,,
Thunderbolts Presents Zemo - Born Better,,2,-1,2007,,,
Thunderbolts Presents Zemo - Born Better,,3,-1,2007,,,
Thunderbolts Reason In Madness,,,-1,2008,,,
Thunderstrike,,1,-1,2011,,,
Thunderstrike,,1,-1,2011,,,
Thunderstrike,,2,-1,2011,,,
Thunderstrike,,2,-1,2011,,,
The Tick 20th Anniversary Edition,,1,-1,2007,,,
The Tick - Comic Con Extravaganza,,1,-1,2007,,,
The Tick - New Series,,5,-1,2010,,,
The Tick - New Series,,6,-1,2010,,,
The Tick - New Series,,7,-1,2010,,,
The Tick - The Edlund Epic,,1,-1,2010,,,
The Tick New Series,,5,-1,2010,,,
The Tick New Series,,5,-1,2010,,,
Tiger & Crane,,1,-1,2008,,,
Tiger And Crane,,1,-1,2008,,,
Tiger and Crane,,2,-1,2008,,,
Tiger and Crane 02,,1,-1,2008,,,
Tigra,,1,-1,2002,,,
Tigra,,2,-1,2002,,,
Tigra,,3,-1,2002,,,
Tigra,,4,-1,2002,,,
Tigress Tales,,4,-1,2002,,,
Time Lincoln Apocalypse Mao,,,-1,2011,,,
Time Masters - Vanishing Point,,,-1,2010,,,
Time Masters - Vanishing Point,,1,-1,2010,,,
Time Masters - Vanishing Point,,2,-1,2010,,,
Time Masters - Vanishing Point,,3,-1,2010,,,
Time Masters - Vanishing Point,,3,-1,2010,,,
Time Masters - Vanishing Point,,4,-1,2010,,,
Time Masters - Vanishing Point,,4,-1,2010,,,
Time Masters - Vanishing Point,,5,-1,2011,,,
Tin Man,,1,-1,2007,,,
Tiny Titans,,1,-1,2008,,,
Tiny Titans,,1,-1,2008,,,
Tiny Titans,,1,-1,2008,,,
Tiny Titans,,1,-1,2008,,,
Tiny Titans,,2,-1,2008,,,
Tiny Titans,,2,-1,2008,,,
Tiny Titans,,2,-1,2008,,,
Tiny Titans,,2,-1,2008,,,
Tiny Titans,,3,-1,2008,,,
Tiny Titans,,3,-1,2008,,,
Tiny Titans,,3,-1,2008,,,
Tiny Titans,,4,-1,2008,,,
Tiny Titans,,4,-1,2008,,,
Tiny Titans,,4,-1,2008,,,
Tiny Titans,,5,-1,2008,,,
Tiny Titans,,5,-1,2008,,,
Tiny Titans,,5,-1,2008,,,
Tiny Titans,,6,-1,2008,,,
Tiny Titans,,6,-1,2008,,,
Tiny Titans,,30,-1,2010,,,
Tiny Titans,,30,-1,2010,,,
Tiny Titans,,30,-1,2010,,,
Tiny Titans,,31,-1,2010,,,
Tiny Titans,,32,-1,2010,,,
Tiny Titans,,32,-1,2010,,,
Tiny Titans,,32,-1,2010,,,
Tiny Titans,,33,-1,2010,,,
Tiny Titans,,33,-1,2010,,,
Tiny Titans,,33,-1,2010,,,
Tiny Titans,,34,-1,2011,,,
Tiny Titans,,34,-1,2011,,,
Tiny Titans,,34,-1,2011,,,
Tiny Titans,,35,-1,2011,,,
Tiny Titans,,36,-1,2011,,,
Tiny Titans-Little Archie,,1,-1,2010,,,
Tiny Titans-Little Archie,,2,-1,2011,,,
Tiny Titans-Little Archie,,3,-1,2011,,,
Tiny Titans-Little Archie,,3,-1,2011,,,
Tiny Titans - Little Archie,,1,-1,2010,,,
Tiny Titans - Little Archie,,1,-1,2010,,,
Tiny Titans - Little Archie,,2,-1,2010,,,
Tiny Titans - Little Archie,,2,-1,2010,,,
Tiny Titans - Little Archie,,3,-1,2011,,,
Tiny Titans - Little Archie,,3,-1,2011,,,
Titanium Rain 01,,2,-1,2009,,,
Titans,,1,-1,2008,,,
Titans,,1,-1,2008,,,
Titans,,1,-1,2008,,,
Titans,,2,-1,2008,,,
Titans,,2,-1,2008,,,
Titans,,2,-1,2008,,,
Titans,,3,-1,2008,,,
Titans,,3,-1,2008,,,
Titans,,3,-1,2008,,,
Titans,,25,-1,2010,,,
Titans,,26,-1,2010,,,
Titans,,27,-1,2010,,,
Titans,,27,-1,2010,,,
Titans,,27,-1,2010,,,
Titans,,28,-1,2010,,,
Titans,,28,-1,2010,,,
Titans,,29,-1,2011,,,
Titans,,29,-1,2011,,,
Titans,,29,-1,2011,,,
Titans,,30,-1,2011,,,
Titans,,30,-1,2011,,,
Titans,,31,-1,2011,,,
Titans,,1,2,2008,,,
Titans 016,,2009,-1,1920,,,
Titans      Avalon-DCP,,3,-1,2008,,,
Titans & Young Justice Graduation Day,,1,-1,2003,,,
Titans & Young Justice Graduation Day,,2,-1,2003,,,
Titans & Young Justice Graduation Day,,3,-1,2003,,,
Titans East Special,,1,-1,2008,,,
Titans East Special,,1,-1,2008,,,
Titans East Special,,1,-1,2008,,,
TMNT,,29,4,2008,,,
TMNT - Official Movie Adaption,,1,-1,2007,,,
TMNT  Film Exclusive Artwork,,,-1,2007,,,
TMNT  Movie screen caps,,,-1,2007,,,
TMNT Movie Prequel,,1,-1,-1,,,
TMNT Movie Prequel,,2,-1,-1,,,
TMNT Movie Prequel,,3,-1,-1,,,
Tom Strong & the Robots of Doom,,3,-1,2010,,,
Tom Strong and the Robots of Doom,Part One: Black Sun Rising,1,-1,2010,,,
Tom Strong and the Robots of Doom,Part Two: The Tom/Tom Club,2,-1,2010,,,
Tom Strong and the Robots of Doom,,2,-1,2010,,,
Tom Strong and the Robots of Doom,Part Three: Caving In,3,-1,2010,,,
Tom Strong and the Robots of Doom,,3,-1,2010,,,
Tom Strong and the Robots of Doom,,4,-1,2010,,,
Tom Strong and the Robots of Doom,,4,-1,2010,,,
Tom Strong and the Robots of Doom,,5,-1,2010,,,
Tom Strong and the Robots of Doom,,5,-1,2010,,,
Tom Strong and the Robots of Doom,,6,-1,2011,,,
Tom Strong and the Robots of Doom,,6,-1,2011,,,
Tomb of Terror,,1,-1,2010,,,
Top Cat 010,,4,-1,1964,,,
Top Cow Bible Addendum,,1,-1,2010,,,
Tor,,1,-1,2008,,,
Tor,,1,-1,2008,,,
Tor,,2,-1,2008,,,
Tor,,3,-1,2008,,,
TOR         RACERX-DCP,,2,-1,2008,,,
The Torch,,2,-1,2009,,,
The Torch,,8,-1,2010,,,
Torchwood,,1,-1,2010,,,
Torchwood,,2,-1,2010,,,
Torchwood,,3,-1,2010,,,
Torchwood,,4,-1,2010,,,
Torchwood,,5,-1,2010,,,
Torchwood,,6,-1,2011,,,
Torchwood Comic,,1,-1,2010,,,
Torchwood Comic,,2,-1,2010,,,
Torchwood Comic,,3,-1,2010,,,
Torchwood Comic,,4,-1,2010,,,
Totem,,1,-1,2007,,,
Totem,,1,-1,2007,,,
Totem,,3,-1,2008,,,
Totem,,4,-1,2008,,,
Toy Story,,1,-1,2009,,,
Toy Story,,2,-1,2010,,,
Toy Story,,3,-1,2010,,,
Toy Story,,4,-1,2010,,,
Toy Story,,5,-1,2010,,,
Toy Story,,5,-1,2010,,,
Toy Story,,6,-1,2010,,,
Toy Story,,7,-1,2010,,,
Toy Story,,7,-1,2010,,,
Toy Story - Tales from the Toy Chest,,1,-1,2010,,,
Toy Story - Tales from the Toy Chest,,1,-1,2010,,,
Toy Story - Tales From The Toy Chest,,1,-1,2010,,,
Toy Story - Tales from the Toy Chest,,2,-1,2010,,,
Toy Story - Tales From The Toy Chest,,2,-1,2010,,,
Toy Story - Tales from the Toy Chest,,3,-1,2010,,,
Toy Story - Tales from the Toy Chest,,3,-1,2010,,,
Toy Story - Tales from the Toy Chest,,4,-1,2010,,,
Toy Story - Tales From The Toy Chest,,4,-1,2010,,,
Toy Story - The Return of Buzz Lightyear,,,-1,2010,,,
Toy Story The Return of Buzz Lightyear,,,-1,2010,,,
Toys In The Basement Spook,,,-1,2010,,,
Tracker,,5,-1,2010,,,
Trailer Park Of Terror,,6,-1,2007,,,
Trailer Park Of Terror,,6,-1,2007,,,
Trailer Park of Terror,,8,-1,2008,,,
Trailer Park of Terror,,8,-1,2008,,,
The Transformers,,2,-1,2009,,,
The Transformers,,4,-1,2010,,,
The Transformers,,5,-1,2010,,,
The Transformers,,6,-1,2010,,,
The Transformers,,7,-1,2010,,,
The Transformers,,8,-1,2010,,,
The Transformers,,9,-1,2010,,,
The Transformers,,10,-1,2010,,,
The Transformers,,11,-1,2010,,,
The Transformers,,12,-1,2010,,,
The Transformers,,13,-1,2010,,,
The Transformers,,14,-1,2010,,,
Transformers,,11,-1,2010,,,
Transformers,,10,2,2010,,,
Transformers,,11,2,2010,,,
Transformers,,12,2,2010,,,
Transformers,,13,2,2010,,,
Transformers,,14,2,2010,,,
Transformers,,15,2,2010,,,
The Transformers 01,,1280,-1,2009,,,
Transformers - All Hail Megatron,,1,-1,2008,,,
Transformers - All Hail Megatron,,4,-1,2008,,,
Transformers - Best of UK - Dinobots,,2,-1,2007,,,
Transformers - Best of UK - Dinobots,,3,-1,2007,,,
Transformers - Best of UK - Dinobots,,4,-1,2007,,,
Transformers - Bumblebee,,1,-1,2009,,,
Transformers - Bumblebee,,1,-1,2009,,,
Transformers - Bumblebee,,2,-1,2010,,,
Transformers - Bumblebee,,2,-1,2010,,,
Transformers - Bumblebee,,3,-1,2010,,,
Transformers - Bumblebee,,3,-1,2010,,,
Transformers - Bumblebee,,4,-1,2010,,,
Transformers - Bumblebee,,4,-1,2010,,,
Transformers - Devastation,,1,-1,2007,,,
Transformers - Devastation,,1,-1,2007,,,
Transformers - Devastation,,1,-1,2007,,,
Transformers - Devastation,,2,-1,2007,,,
Transformers - Devastation,,2,-1,2007,,,
Transformers - Devastation,,4,-1,2008,,,
Transformers - Devastation,,4,-1,2008,,,
Transformers - Devastation,,5,-1,2008,,,
Transformers - Devastation,,5,-1,2008,,,
Transformers - Devastation,,6,-1,2008,,,
Transformers - Devastation,,6,-1,2008,,,
The Transformers - Drift,,1,-1,2010,,,
The Transformers - Drift,,2,-1,2010,,,
The Transformers - Drift,,2,-1,2010,,,
The Transformers - Drift,,3,-1,2010,,,
The Transformers - Drift,,3,-1,2010,,,
The Transformers - Drift,,4,-1,2010,,,
Transformers - Drift,,1,-1,2010,,,
Transformers - Drift,,4,-1,2010,,,
Transformers - Escalation,,3,-1,2007,,,
Transformers - Escalation,,4,-1,2007,,,
Transformers - Escalation,,5,-1,2007,,,
Transformers - Escalation,,6,-1,2007,,,
The Transformers - Ironhide,,1,-1,2010,,,
The Transformers - Ironhide,,2,-1,2010,,,
The Transformers - Ironhide,,3,-1,2010,,,
The Transformers - Ironhide,,4,-1,2010,,,
Transformers - Ironhide,,2,-1,2010,,,
Transformers - Ironhide,,4,-1,-1,,,
Transformers - Last Stand of the Wreckers,,1,-1,2010,,,
Transformers - Last Stand of the Wreckers,,2,-1,2010,,,
Transformers - Last Stand of the Wreckers,,3,-1,2010,,,
Transformers - Last Stand of the Wreckers,,4,-1,2010,,,
Transformers - Last Stand of the Wreckers,,5,-1,2010,,,
Transformers - Maximum Dinobots,,1,-1,2008,,,
Transformers - Maximum Dinobots,,3,-1,2009,,,
Transformers - Maximum Dinobots,,4,-1,2009,,,
Transformers - Maximum Dinobots,,5,-1,2009,,,
Transformers - Megatron Origin,,1,-1,2007,,,
Transformers - Megatron Origin,,2,-1,2007,,,
Transformers - Megatron Origin,,3,-1,2007,,,
Transformers - Megatron Origin,,4,-1,2007,,,
Transformers - Megatron Origin,,4,-1,2007,,,
Transformers - Nefarious,,1,-1,2010,,,
Transformers - Nefarious,,2,-1,2010,,,
Transformers - Nefarious,,3,-1,2010,,,
Transformers - Nefarious,,4,-1,2010,,,
Transformers - Nefarious,,5,-1,2010,,,
Transformers - Nefarious,,5,-1,2010,,,
Transformers - Nefarious,,6,-1,2010,,,
Transformers - Nefarious,,6,-1,2010,,,
The Transformers - Prime,,1,-1,2011,,,
The Transformers - Prime,,2,-1,2011,,,
Transformers - Prime,,1,-1,2011,,,
Transformers - Prime,,2,-1,2011,,,
Transformers - Prime,,3,-1,2011,,,
Transformers - Saga Of The Allspark,,4,-1,2008,,,
Transformers - Sector 7,,1,-1,2010,,,
Transformers - Sector 7,,1,-1,-1,,,
Transformers - Sector 7,,2,-1,2010,,,
Transformers - Sector 7,,2,-1,2010,,,
Transformers - Sector 7,,3,-1,2010,,,
Transformers - Sector 7,,3,-1,2010,,,
Transformers - Sector 7,,4,-1,2010,,,
Transformers - Sector 7,,5,-1,2010,,,
The Transformers - Target 2006,,1,-1,2007,,,
The Transformers - Target 2006,,1,-1,2007,,,
The Transformers - Target 2006,,1,-1,2007,,,
The Transformers - Target 2006,,2,-1,2007,,,
The Transformers - Target 2006,,3,-1,2007,,,
The Transformers - Target 2006,,4,-1,2007,,,
The Transformers - Target 2006,,5,-1,2007,,,
Transformers - The Animated Movie,,4,-1,2006,,,
Transformers - The Reign of Starscream,,1,-1,2008,,,
Transformers - The Reign of Starscream,,2,-1,2008,,,
Transformers - The Reign Of Starscream,,3,-1,2008,,,
Transformers - The Reign Of Starscream,,5,-1,2008,,,
The TransFormers Animated,,,-1,2008,,,
Transformers Animated - The Arrival,,3,-1,2008,,,
Transformers Beast Wars - Ascending,,1,-1,2007,,,
Transformers Beast Wars - Ascending,,2,-1,2007,,,
Transformers Beast Wars - Sourcebook,,1,-1,2007,,,
Transformers Beast Wars - Sourcebook,,2,-1,2007,,,
Transformers Beast Wars - The Ascending,,3,-1,2007,,,
Transformers Cybertron - Balancing Act,,,-1,2007,,,
Transformers Focus On - Decepticons!,,,-1,2008,,,
Transformers Infiltration,,0,-1,2005,,,
Transformers Movie Adaptation,,1,-1,2007,,,
Transformers Movie Adaptation,,2,-1,2007,,,
Transformers Movie Adaptation,,3,-1,2007,,,
Transformers Movie Adaptation,,4,-1,2007,,,
Transformers Movie Prequel,,,-1,2007,,,
Transformers Movie Prequel,,,-1,2007,,,
Transformers Movie Prequel,,1,-1,2007,,,
Transformers Official Movie Prequel,,1,-1,2007,,,
Transformers Official Movie Prequel,,2,-1,2007,,,
Transformers Official Movie Prequel,,3,-1,2007,,,
Transformers Official Movie Prequel,,4,-1,2007,,,
Transformers Spotlight - Arcee,,,-1,2008,,,
Transformers Spotlight - Arcee,,,-1,2008,,,
Transformers Spotlight - Blaster,,,-1,2008,,,
Transformers Spotlight - Cyclonus,,,-1,2008,,,
Transformers Spotlight - Drift,,,-1,2009,,,
Transformers Spotlight - Galvatron,,,-1,2007,,,
Transformers Spotlight - Grimlock,,,-1,2008,,,
Transformers Spotlight - Hardhead,,,-1,2008,,,
Transformers Spotlight - Jazz,,,-1,2009,,,
Transformers Spotlight - Kup,,,-1,2007,,,
Transformers Spotlight - Mirage,,,-1,2008,,,
Transformers Spotlight - Optimus Prime,,,-1,2007,,,
Transformers Spotlight - Optimus Prime 3D,,,-1,2008,,,
The Transformers Spotlight - Prowl,,,-1,2010,,,
Transformers Spotlight - Ramjet,,,-1,2007,,,
Transformers Spotlight - Revelation  Sideswipe,,4,-1,2008,,,
Transformers Spotlight - Soundwave,,,-1,2007,,,
Transformers Spotlight - Ultra Magnus,,,-1,2007,,,
Transformers Spotlight - Wheelie,,,-1,2008,,,
Transformers Spotlight Mirage,,,-1,2008,,,
Transformers Spotlight Ramjet,,,-1,2007,,,
Transformers Timelines,,2,2,2007,,,
Transformers Timelines,,5,2,2010,,,
Transformers UK,,1,-1,2007,,,
Transhuman,,1,-1,2008,,,
Transhuman,,1,-1,2008,,,
Transhuman,,2,-1,2008,,,
The Traveler,,1,-1,2010,,,
The Traveler,,1,-1,2010,,,
The Traveler,,2,-1,2010,,,
The Traveler,,2,-1,2010,,,
The Traveler,,2,-1,2010,,,
Treehouse of Horror,,16,-1,2010,,,
Trials Of Shazam,,5,-1,2007,,,
Trials of Shazam,,7,-1,2007,,,
Trials of Shazam,,8,-1,2007,,,
Trials of Shazam,,8,-1,2007,,,
Trials of Shazam,,9,-1,2007,,,
Trials of Shazam,,9,-1,2007,,,
Trials of Shazam,,10,-1,2008,,,
Trials of Shazam,,10,-1,2008,,,
Trials of Shazam,,11,-1,2008,,,
Trials Of Shazam,,12,-1,2008,,,
Trials of Shazam,,12,-1,2008,,,
Trials of Shazam,,12,-1,2008,,,
Trials of SHAZAM 09,,1,-1,2007,,,
Trials of SHAZAM!,,1,-1,2006,,,
Trials of SHAZAM!,,2,-1,2006,,,
Trials of SHAZAM!,,3,-1,2006,,,
Trials of SHAZAM!,,4,-1,2007,,,
Trials of SHAZAM!,,6,-1,2007,,,
Trials Of Shazam!,,6,-1,2007,,,
Trials of SHAZAM!,,7,-1,2007,,,
Trials Of Shazam!,,7,-1,2007,,,
Trials Of Shazam!,,8,-1,2007,,,
Trials of Shazam!,,10,-1,2008,,,
Trials Of Shazam!,,11,-1,2008,,,
Trials of SHAZAM! 05,,12,-1,2007,,,
Trinity,,1,-1,2008,,,
Trinity,,1,-1,2008,,,
Trinity,,1,-1,2008,,,
Trinity,,1,-1,2008,,,
Trinity,,2,-1,2008,,,
Trinity,,2,-1,2008,,,
Trinity,,2,-1,2008,,,
Trinity,,2,-1,2008,,,
Trinity,,3,-1,2008,,,
Trinity,,3,-1,2008,,,
Trinity,,3,-1,2008,,,
Trinity,,3,-1,2008,,,
Trinity,,4,-1,2008,,,
Trinity,,4,-1,2008,,,
Trinity,,4,-1,2008,,,
Trinity,,4,-1,2008,,,
Trinity,,5,-1,2008,,,
Trinity,,5,-1,2008,,,
Trinity,,5,-1,2008,,,
Trinity,,6,-1,2008,,,
Trinity,,6,-1,2008,,,
Trinity,,6,-1,2008,,,
Trinity,,7,-1,2008,,,
Trinity,,7,-1,2008,,,
Trinity,,7,-1,2008,,,
Trinity,,7,-1,2008,,,
Trinity,,8,-1,2008,,,
Trinity,,8,-1,2008,,,
Trinity,,8,-1,2008,,,
Trinity,,9,-1,2008,,,
Trinity,,9,-1,2008,,,
Trinity,,9,-1,2008,,,
Trinity 05,,1,-1,2008,,,
Trinity -03 Covers,,1,-1,2008,,,
Trinity -6 Covers,,4,-1,2008,,,
Trinity      Archangel-DCP,,3,-1,2008,,,
Trinity      Minutemen-IncredibleHunk   Resin,,2,-1,2008,,,
The Tripper,,,-1,2007,,,
Tron,,3,-1,2007,,,
Tron,,4,-1,2007,,,
Tron,,5,-1,2008,,,
Tron,,5,-1,2008,,,
Tron - Betrayal,,1,-1,2010,,,
